,COD_Munic,TX_PIB,TX_PER,PIB_21,PER_21
4432,4207908,0.7828742914013587,0.014394413843948906,458946.578,40421.58
4433,4208005,1.9924570564640254,2.494332414349593,404686.268,66440.04
4434,4208104,1.2081293939936844,0.5123376520566714,1047601.13,47859.71
4435,4208203,5.583646320967994,3.6147485463431828,47754801.82,210729.12
4436,4208302,4.334841524501032,0.4835823500276004,2888726.471,41670.53
4437,4208401,2.066772829575547,1.0887915076431054,1064725.569,62122.97
4438,4208450,8.35535981535539,4.749612517703134,1688632.105,77581.19
4439,4208500,3.453797900515354,2.1465305592397455,1399577.071,54630.43
4440,4208609,0.894834540326106,1.230639329585187,181338.437,46508.96
4441,4208708,3.879214639140205,4.123328740277482,529736.894,51246.68
4442,4208807,5.712886165307296,4.108732394136572,851846.89,41458.46
4443,4208906,-0.7621987295435062,-3.1260251287482834,12052184.783,65295.54
4444,4208955,-0.8564584684476462,0.5323214579402658,67315.538,44286.54
4445,4209003,1.1240474323224614,-0.059626816434987795,2380991.969,77597.18
4446,4209102,1.0917287489055183,-0.3961691178499316,45069864.258,74531.62
4447,4209151,-0.11252429332939684,-0.7174294641293599,130462.273,25993.68
4448,4209177,1.9684728697990483,2.257098416969611,88231.88,42358.08
4449,4209201,-3.7463321657366877,-3.953067960538487,137752.353,61277.74
4450,4209300,0.6312393255368365,0.6084946058115215,6576476.045,41846.27
4451,4209409,-0.07126756183805094,0.9338694343465404,1093598.193,23556.74
4452,4209458,-2.5383184614955754,-2.0097733006845644,59651.477,42366.11
4453,4209508,4.375216270284943,2.745686627027194,444760.961,62169.55
4454,4209607,1.7201369155033897,1.088072214469965,418742.134,27226.41
4455,4209706,1.72846222674935,1.518212186861978,416768.383,34381.16
4456,4209805,1.2753510375958232,2.471122474572679,119777.141,40465.25
4457,4209854,-3.4770972785141687,-3.2462150707021853,151905.934,33533.32
4458,4209904,3.1215508062058306,1.2744190310154668,466155.264,37301.37
4459,4210001,0.5997230422851607,-1.6767514952219398,792697.48,59391.43
4460,4210035,1.0063459655418105,0.8718609559490553,292962.409,51550.66
4461,4210050,-0.8674735922957366,-0.507358637467703,59143.419,33661.59
4462,4210100,1.4372736615077208,0.77615417344577,2489950.653,43817.87
4463,4210209,-1.9693420281629348,-2.4797539550735714,62133.762,17931.82
4464,4210308,1.9599571159206408,1.0953576793743258,300299.477,36581.74
4465,4210407,1.2616738975836483,-0.1542361305396145,273036.752,36595.2
4466,4210506,2.467346958016048,0.7918547049053093,1793996.789,67792.65
4467,4210555,-6.918568523488028,-4.526964364688679,98096.702,57602.29
4468,4210605,0.6333403557134965,-0.9227575884806993,751783.968,43380.49
4469,4210704,0.8171157345815583,2.21929220114922,62584.414,25628.34
4470,4210803,2.5355125656392974,2.5489981411192297,340346.112,48697.4
4471,4210852,1.2944678794047482,2.297471951245872,89435.084,39625.65
4472,4210902,-3.216463178984097,-3.6267870359925567,170285.764,40285.25
4473,4211009,4.643816423323388,3.13983615940423,1089117.069,90503.33
4474,4211058,-2.7455863879891185,-3.3604814661132187,233393.896,23468.47
4475,4211108,-1.8515969014094913,-1.720141692585564,237409.957,28731.69
4476,4211207,0.11764059390363402,-0.9526470355984473,922020.587,50954.44
4477,4211256,-1.3958936867550342,-1.3718735202161103,145118.274,50318.4
4478,4211306,5.766547528117982,2.5357367659679166,6142275.882,71643.41
4479,4211405,0.27858552112285384,-1.4761604022890285,247026.089,47845.46
